DT_EOL|ID|ElementID|ElementCount
DT_EOL|69b63aaf-341c-494f-9ebb-07800c0a9548|ffb79ba7-194f-46ef-8856-f1391620d326|4,0000
DT_EOL|c59e494a-3989-46f0-b780-078662102763|d572146f-843a-4809-a24b-c7358b661dd0|6,0000
DT_EOL|b7b734e1-b095-4462-81ca-07878a0fba44|4e7349bd-d725-4f20-b85e-777598ccfb46|3,0000
DT_EOL|37e66df2-31fb-4929-8faa-082ad9b8dfb7|8c1928c4-6cfe-47d0-9422-9263333f53a8|5,0000
DT_EOL|c22d4588-bfe0-4fec-8312-08495ab538ff|593eec3b-6257-4576-99e8-304e374fe4ec|8,0000
DT_EOL|306d7cc3-617c-45f9-ae13-084d4f30dc1b|a965b350-5c88-48f1-8aa4-d6bb358ab9bf|6,0000
DT_EOL|2f10c997-2347-4d76-a1d1-085ad864496d|d8dc00d2-7f22-4520-b4fd-b6eb77f4261e|1,0000
DT_EOL|2f10c997-2347-4d76-a1d1-085ad864496d|bed54253-1710-4790-b08d-b1d802555e22|1,0000
DT_EOL|3dcf8a9b-284a-42cd-bbd8-085e778c3ec1|91060dd8-2313-4aff-ae95-7f3c1141f3d7|3,0000
DT_EOL|c3d261f7-00ab-4557-bc25-0872e2b1437e|7b8abc46-cb51-47d7-aa84-508a3f86104a|8,0000
DT_EOL|025700e7-2de7-4154-b21a-0895978ed3b4|c2ef718d-412e-4c0d-8472-b6ba302f610f|1,0000
DT_EOL|025700e7-2de7-4154-b21a-0895978ed3b4|65c550c2-3c5b-4123-a7e6-12155d6384fc|1,0000
DT_EOL|025700e7-2de7-4154-b21a-0895978ed3b4|bdd73715-0cb4-48b1-a39a-e57b98e43fd7|1,0000
DT_EOL|e1859778-c813-46de-9428-08d70ad9d9bb|6c292851-1002-47ad-ba5d-ecc155f82020|1,0000
DT_EOL|e1859778-c813-46de-9428-08d70ad9d9bb|f958855c-4045-48a3-a3e8-c04e7d8f27c4|2,0000
DT_EOL|df046b74-8d3d-4f63-a45d-09075a21c6ae|381e03ad-9875-4880-9f7f-4a02dc0d44ac|2,0000
DT_EOL|cd642b84-bee1-4f81-8cf6-090e886dc59f|03e2cad8-0da9-463a-920a-3622d2486d0e|1,0000
DT_EOL|cd642b84-bee1-4f81-8cf6-090e886dc59f|66814c06-e0a1-47ab-be89-36cafed0c59a|1,0000
DT_EOL|b4ca7112-774e-46bf-a58c-095c05819eee|f958c3dd-7a86-4722-bc11-ed776d887e16|1,0000
DT_EOL|b4ca7112-774e-46bf-a58c-095c05819eee|e66fb9cf-09e9-419d-b685-64645471453f|1,0000
DT_EOL|b4ca7112-774e-46bf-a58c-095c05819eee|df252279-d376-4c8f-9c35-b8d0a8ec6fb7|1,0000
DT_EOL|a5650c37-9c7e-439d-9922-096f9eb9ae00|d8013465-6561-4267-bdcd-0f19d1018464|6,0000
DT_EOL|fced229c-cc07-4d0a-910b-09826a9c2eb0|82872904-5baa-4553-96cb-38468527fb07|6,0000
DT_EOL|b836207e-45a9-491d-87bf-0982a22a3269|5a32cbf4-0e0a-4cc5-bf25-26272edc5a5e|4,0000
DT_EOL|2a24a76f-3a2c-4a02-af1a-09864c0d8ae8|8f907dcc-f684-49c3-afaf-9746af079cc5|3,0000
DT_EOL|a8bdacfb-2e6b-4376-8141-0992918f1ef8|5c55ee73-8549-4620-acf4-20987c51f58c|1,0000
DT_EOL|a8bdacfb-2e6b-4376-8141-0992918f1ef8|b880c80d-4bc6-44ea-ac87-f4b32d1d174e|1,0000
DT_EOL|0204985c-0c57-4366-b4c3-09a1d3da4eee|71cf7039-3fcf-434c-9225-9b8d7beb5335|1,0000
DT_EOL|0204985c-0c57-4366-b4c3-09a1d3da4eee|dac283b9-7802-46ea-b0d6-b878fd307aed|1,0000
DT_EOL|4e4efc25-277d-43d4-bfb7-09ca5828372c|df07ae91-feb6-42f2-856d-dc2683a00ac4|6,0000
DT_EOL|e2eed4d4-7b63-4227-90c0-0aaaf22299ae|af975352-f13b-4907-82c1-a64601ab8707|2,0000
DT_EOL|e2eed4d4-7b63-4227-90c0-0aaaf22299ae|a3210dad-e65e-4a63-96db-7b7f3593fc72|1,0000
DT_EOL|c480d2a9-6607-4ef2-8b85-0ad73e055cc4|a215a708-537c-4fd6-b117-7816b8f936aa|6,0000
DT_EOL|37609d80-63a3-4182-8384-0aef6fa97ccf|1ac1a928-8b77-496f-aa0f-779f83b69133|6,0000
DT_EOL|238c9cdb-6e3f-4224-80c7-0b2dcabcac01|3e46a478-196f-45cc-9197-781fb9e3eaad|6,0000
DT_EOL|f356f6fc-691b-4c8c-a14f-0bc73f8ef435|e38e54b1-0e95-4d48-98eb-1f1d83c6e392|1,0000
DT_EOL|f356f6fc-691b-4c8c-a14f-0bc73f8ef435|27531e0a-252b-400a-b18d-668425a40fc5|1,0000
DT_EOL|ddc82da6-d482-4a3a-a555-0bedb4146d5d|ed2f7e76-6fdd-4d71-820c-16d31c40502c|8,0000
DT_EOL|6aa11c56-771a-4663-8fa9-0c0b9354a44e|f1e4725a-34e3-4811-9d4f-bc2fcf4b6682|4,0000
DT_EOL|e6ba5468-f7a5-400f-9207-0c3fa7da198b|91294069-02e3-442b-a822-5d3ff36f37d4|6,0000
DT_EOL|857cf463-0afa-4763-aa4e-0c5d887fdef4|6808a3e5-9237-4e50-be3a-409a1120786d|8,0000
DT_EOL|99e08058-b398-45d8-b6c3-0c73a63b6f11|c8b57d56-05ee-4b60-bc9b-1b2a87889bf4|6,0000
DT_EOL|2347e0da-612f-4288-a6a5-0c9098d893d4|de789c12-39a9-4025-93b5-f71d8100d407|1,0000
DT_EOL|2347e0da-612f-4288-a6a5-0c9098d893d4|0baa89f9-1dba-46fa-a357-eebb8369ae7e|1,0000
DT_EOL|2347e0da-612f-4288-a6a5-0c9098d893d4|cc28bd27-bc28-4b11-a015-6308b8102d36|1,0000
DT_EOL|b82446d6-531b-48d8-88d7-0cb27726a1b0|d2d00c1e-fa9a-4b7b-9d1b-837909aa5da7|6,0000
DT_EOL|b1c19bbe-c1f4-4b53-adb5-0cf94ed9c45c|a96a1b9e-992d-4f50-ba1e-fc99df030070|1,0000
DT_EOL|b1c19bbe-c1f4-4b53-adb5-0cf94ed9c45c|19a305be-96be-4706-9e49-b851aa5424ab|1,0000
DT_EOL|7f4cf865-70a8-456f-a29e-0d731824e3db|157c3006-2938-494d-a175-be65390a93c9|1,0000
DT_EOL|7f4cf865-70a8-456f-a29e-0d731824e3db|bc50b827-fe23-4eeb-9fe1-5ab938c0939c|1,0000
DT_EOL|b07ee4f1-58d2-4087-9ff5-0d93fe61143e|2bcab0b4-985f-4dce-b5c3-8ece93e9f1e2|3,0000
DT_EOL|478e4d38-70f0-413b-81ce-0dc062dd57c7|50f00c76-2068-456b-82f0-3892698352b7|1,0000
DT_EOL|478e4d38-70f0-413b-81ce-0dc062dd57c7|ffca6fe8-6aac-4dc5-a0e0-c6e6c30f14fe|1,0000
DT_EOL|d7dad833-caae-4e49-8985-0e2b072d6095|e391947a-a049-42a8-88aa-561c4878db5f|1,0000
DT_EOL|d7dad833-caae-4e49-8985-0e2b072d6095|cb220289-9a9a-468d-adf8-95f4f379c1b5|1,0000
DT_EOL|17f9a3a2-fdc5-4fda-98d0-0e3278116ee8|f622435d-ebd9-4a42-bd92-e5900cbcc673|5,0000
DT_EOL|1923912f-c62d-45db-932a-0e34e9c6b6a6|a9a92169-632f-4dd3-b2dc-ca0c26a15efd|6,0000
DT_EOL|98fde7a3-fe0c-49e4-b14b-0e7b47e4dd83|e84d1607-76a0-40d4-b037-5d973bab8018|1,0000
DT_EOL|98fde7a3-fe0c-49e4-b14b-0e7b47e4dd83|8d5dc086-cca5-4dc0-b2ed-eb83ad54ca30|1,0000
DT_EOL|e98216fe-e553-4129-b329-0ecdac6bf285|871e028d-1358-40a5-a833-97361c881b44|4,0000
DT_EOL|caf9a9b5-70bf-46a4-9492-0f17d5541993|fb012995-62b3-4e40-940a-2a1f9bfda537|6,0000
DT_EOL|8d663a49-c4a0-46de-90d7-0f1d828805be|705e9c96-44dc-4655-a2ee-bc28eb06ee15|4,0000
DT_EOL|e2630274-bb86-4422-b038-0f3a3e82f6f4|d037bd98-3b19-4907-9a97-a2ad65388ecf|6,0000
DT_EOL|2ef5ed5b-08f2-4930-a2ae-0f6d30a48f09|d2feb165-c122-434b-8b6a-cc95f5e6f918|6,0000
DT_EOL|f10fbd50-ed4d-4c28-a0db-0f76d12e2f53|e32dba80-5e2e-4289-848f-809aed75b47d|12,0000
DT_EOL|39907095-f39d-4f39-9153-0f87645887c2|f958c3dd-7a86-4722-bc11-ed776d887e16|1,0000
DT_EOL|39907095-f39d-4f39-9153-0f87645887c2|e66fb9cf-09e9-419d-b685-64645471453f|2,0000
DT_EOL|05702a9e-70e6-442b-9576-0fc6d3afe629|4cadb274-1466-45e3-93c1-96734f16bc02|4,0000
DT_EOL|ed7acd98-6ba1-4396-b840-0ff0038d5ecf|65c550c2-3c5b-4123-a7e6-12155d6384fc|1,0000
DT_EOL|ed7acd98-6ba1-4396-b840-0ff0038d5ecf|bdd73715-0cb4-48b1-a39a-e57b98e43fd7|1,0000
DT_EOL|16e4dfca-22e3-4519-b07b-0ff411b677df|38349142-cc1e-4d15-aebc-35732092982d|1,0000
DT_EOL|16e4dfca-22e3-4519-b07b-0ff411b677df|b880c80d-4bc6-44ea-ac87-f4b32d1d174e|1,0000
DT_EOL|1ae286db-c990-4dbd-99e6-10356052aebb|f8ca146d-3724-4613-9ec0-04d3fbc6e75f|12,0000
DT_EOL|250c6939-5db4-46a2-8301-104df9b1523c|5326162d-10af-41c3-b5f9-3b35e1c4f9a8|6,0000
DT_EOL|2cd8bb85-a814-43cf-ba4b-1074c4f0bc1a|6cbd9386-0058-4b7c-95df-b190fef38ad5|6,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|ef802089-8f5f-46fa-b8eb-72dfe8033a35|1,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|d404867e-ff5f-471a-8860-3cd88cabec03|1,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|cd6b954d-b280-4f3d-8fa3-e6df0a85892a|1,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|3ed4e725-8799-4cf8-a64f-f58b3038915e|1,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|bbb613ec-2f21-48bf-97aa-72994e94e3fd|1,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|627cbbf9-bc4c-4092-b4f8-4e3820ac92c3|1,0000
DT_EOL|7c696616-48b4-47ce-a2a4-10808d22d68d|ab046f81-c27f-46c9-8761-f327fc3dad59|1,0000
DT_EOL|07024d6b-68df-4c19-b952-108318811cac|34bee205-e57b-49f5-a778-18e81434df4a|1,0000
DT_EOL|07024d6b-68df-4c19-b952-108318811cac|8cf0880e-4dcf-439c-9351-f65108e8bf40|1,0000
DT_EOL|07024d6b-68df-4c19-b952-108318811cac|4b313594-2f4f-4c43-aca1-a58dd4d8f727|1,0000
DT_EOL|75e0fb0a-0b45-4d78-a5c3-10ab86f7846f|1ac1a928-8b77-496f-aa0f-779f83b69133|12,0000
DT_EOL|6634015a-5186-44f3-a5b5-115c1859a088|105ac2ec-9b98-409d-8625-d5c3259bf269|6,0000
DT_EOL|b1a49df2-f066-419e-968d-1173b0335869|4a86a158-8178-4364-bb31-730fe58bcf81|6,0000
DT_EOL|e4496044-2bb2-4a69-8341-117413b36513|0d784d7c-1d03-4f72-a47f-3a90a1ed2e20|6,0000
DT_EOL|1eebf616-e729-4e95-9f37-1198102d1a25|9a9f0fb0-b5c6-475d-b022-e6b9a4dafff0|1,0000
DT_EOL|1eebf616-e729-4e95-9f37-1198102d1a25|9cd81744-1c71-4ff2-8b7e-b574ef60b957|1,0000
DT_EOL|be00d5d7-1d59-49b9-9331-11c0c52906fe|41bbeb41-0dee-4544-afd9-9e3233f6d8eb|2,0000
DT_EOL|01b1c84e-c851-4b1b-be2f-11f677627924|1ba2036d-511b-474d-88ff-0854991a10bf|1,0000
DT_EOL|01b1c84e-c851-4b1b-be2f-11f677627924|2dfb0ad4-dcbc-4e76-88ef-cae877aa2405|1,0000
DT_EOL|8b15be67-21b6-41c1-8c2b-126bdbd1c873|527c822d-0892-44e8-992e-e5f7ada3aacb|1,0000
DT_EOL|8b15be67-21b6-41c1-8c2b-126bdbd1c873|7745fcb8-5a6b-4dd2-a33a-19182572fc6a|1,0000
DT_EOL|8b15be67-21b6-41c1-8c2b-126bdbd1c873|6850c211-8d4b-45c3-8dc8-a93cd9fe4e06|1,0000
DT_EOL|8b15be67-21b6-41c1-8c2b-126bdbd1c873|9159e045-862e-479c-b6dc-9e5a7ba6a662|1,0000
DT_EOL|8b15be67-21b6-41c1-8c2b-126bdbd1c873|566c6e18-7dbf-4440-9a98-1244e399e32a|1,0000
DT_EOL|7890e29b-7c6c-4f5b-a0ce-128f03645114|e66fb9cf-09e9-419d-b685-64645471453f|3,0000
DT_EOL|089a2355-7d0a-4a04-b415-12a64c80478f|4fad87a7-4bf2-4746-bef8-7457be423674|1,0000
DT_EOL|089a2355-7d0a-4a04-b415-12a64c80478f|6a819c26-73f5-4032-be71-a3f1e55a6f39|1,0000
DT_EOL|58c6fb94-cac0-4c42-b61b-131c1ce8f323|709546ae-198f-42a9-888e-41d9ec72418d|6,0000
DT_EOL|71ec7754-55c7-4e20-8b78-1336321bfb7e|af500ab8-7acd-4c88-83f7-a994d63fe3bc|1,0000
DT_EOL|71ec7754-55c7-4e20-8b78-1336321bfb7e|8a861e15-8c85-4aa3-b0c8-38d0177501e2|1,0000
DT_EOL|71ec7754-55c7-4e20-8b78-1336321bfb7e|267aa25d-b614-40c4-81ad-24a1ec0f82f8|1,0000
DT_EOL|96b0e16c-cf46-4746-8801-135a999fa667|3a80a986-8581-4e4c-b3a9-eea06e441cd7|3,0000
DT_EOL|7a8dca50-509f-44ed-8d28-137360182f43|92850155-697c-47ce-a12b-f04f9dd218d3|1,0000
DT_EOL|7a8dca50-509f-44ed-8d28-137360182f43|4eda64f6-0059-460c-9f1c-6f6ee4f3a398|1,0000
DT_EOL|7a8dca50-509f-44ed-8d28-137360182f43|66a77423-6a28-4dd0-9e64-6d6f0f52807f|1,0000
DT_EOL|ff03c89e-6c03-42fa-acf7-138ec4c6f51f|dc13327d-e879-4d3e-94e4-a5b0310eccbd|6,0000
DT_EOL|a10c4966-c4c8-4ab3-81cb-13a924a90dc3|54c45479-7364-4590-a01c-7f65ae66ee68|4,0000
DT_EOL|afb8cd1c-d581-4164-8af2-13c2c9f9480e|21eb5ace-6d4a-4a7e-ae44-91a59cd49c76|1,0000
DT_EOL|afb8cd1c-d581-4164-8af2-13c2c9f9480e|27531e0a-252b-400a-b18d-668425a40fc5|1,0000
DT_EOL|5c2a8896-a103-4381-aa0f-142a0963dfbd|59ee8080-a58e-4b14-b135-e515907086ec|6,0000
DT_EOL|fa6553c0-d677-4748-a208-1449c039f4d5|2d80153d-57ab-4989-acb4-1f11fe80208f|6,0000
DT_EOL|8e8d37b7-6523-4849-ab0f-145cdc36b821|b4ab2679-2e2d-44ac-ae2b-6419592209e1|1,0000
DT_EOL|8e8d37b7-6523-4849-ab0f-145cdc36b821|a15a2a69-afae-4198-8aa6-99d70b96ecca|1,0000
DT_EOL|8e8d37b7-6523-4849-ab0f-145cdc36b821|c2657277-dcb7-461c-87e0-3351989b7931|1,0000
DT_EOL|8e8d37b7-6523-4849-ab0f-145cdc36b821|9599e6e1-175c-4369-b0f2-b162f695e4bf|1,0000
DT_EOL|0e6d5cfe-959a-4a40-b6f9-147e466a0618|eda5f166-6d23-4e35-bdb2-ca618abb8d0f|1,0000
DT_EOL|0e6d5cfe-959a-4a40-b6f9-147e466a0618|adaed83c-c209-435a-aa1b-aeef7dc42536|1,0000
DT_EOL|0e6d5cfe-959a-4a40-b6f9-147e466a0618|27569438-298b-4e1e-b5d1-10fdb6815f73|1,0000
DT_EOL|a71fe8ff-d08c-47bd-bf5c-14d1bb421b17|871323b0-aa68-4bcc-91f4-f007fc4d1c3e|1,0000
DT_EOL|a71fe8ff-d08c-47bd-bf5c-14d1bb421b17|f9965eda-adc8-4d6f-a0ad-3f91d26dba45|1,0000
DT_EOL|5106a6bb-5b3e-42c2-950e-14d3874efeb3|4cadb274-1466-45e3-93c1-96734f16bc02|2,0000
DT_EOL|27d311e4-04aa-460f-9c15-14d83788f298|36158908-291c-48c2-b0ff-3506e298ddb5|6,0000
DT_EOL|380f8a6a-06ef-4d5e-a17c-14eb4acc0d72|1d7247b1-5114-4fd3-9b39-718bda16c45c|4,0000
DT_EOL|1cda1be6-0657-4f81-924c-14f8741df71c|45d1f46c-ab93-4d2c-a42e-22bc80ed33f3|1,0000
DT_EOL|1cda1be6-0657-4f81-924c-14f8741df71c|2af474b1-8578-4fa3-a8ba-07a0827b5da2|2,0000
DT_EOL|5168f8c8-89cb-4f4e-8dc2-15559e2eea90|41d53cd2-f416-4708-b484-9356c0c5911c|1,0000
DT_EOL|5168f8c8-89cb-4f4e-8dc2-15559e2eea90|555ff369-a7e7-4b04-9dd3-ac0fa0530561|1,0000
DT_EOL|5168f8c8-89cb-4f4e-8dc2-15559e2eea90|5b8b5bd3-2e0f-4959-82df-4260560bde11|1,0000
DT_EOL|493575ba-4534-4936-869f-15db45a1b583|3f6a551e-c42a-4ab2-bcaf-420c35743137|2,0000
DT_EOL|5631f8df-f590-4a8a-af17-16be2ad55274|bba87f13-beb7-49de-8291-fe34ebfd35b2|3,0000
DT_EOL|7bb1c26b-ab32-4492-b4b4-16c056f64626|1cf67076-78e7-4c55-adea-66f525e85524|7,0000
DT_EOL|67e9bb84-88e4-46d3-b099-17120b5afc24|b86c5a18-d338-474c-bc21-ddb44df039e8|10,0000
DT_EOL|1b88720d-d697-49d6-b56f-175f75e0cdf6|fdc47647-d0e9-40f1-90ec-3ac1a46206df|6,0000
DT_EOL|3e80b39b-5117-459f-8feb-17979e6ceee9|03258ae2-157b-409e-8eaa-1e5c0bf70183|6,0000
DT_EOL|6a3aac8d-428f-47e7-b3c0-17d55eedfc32|03354a28-5f8e-4bea-9fe1-ebabdfb22257|1,0000
DT_EOL|6a3aac8d-428f-47e7-b3c0-17d55eedfc32|2dfb0ad4-dcbc-4e76-88ef-cae877aa2405|1,0000
DT_EOL|078c0188-c3d1-4a86-a665-17d5ca5cbbfa|623d62c9-abcb-43c2-bf00-afd86c3b16a7|6,0000
DT_EOL|d9a760c0-e956-4483-ab0f-180b063636fa|4e1cd5b4-fe15-4a4a-b01c-e685196d3826|3,0000
DT_EOL|b2f10703-9e61-42d9-bdfc-185714093191|80cd75c0-dd0b-4b09-b8dd-669fea96512f|1,0000
DT_EOL|b2f10703-9e61-42d9-bdfc-185714093191|61c28f3f-1d64-439c-9622-632b27c4fef5|1,0000
DT_EOL|b2f10703-9e61-42d9-bdfc-185714093191|2796536e-c5ea-4178-9b94-81bdbb1b35cb|1,0000
DT_EOL|c8f14f76-e077-4d59-b023-189b68e5b686|03354a28-5f8e-4bea-9fe1-ebabdfb22257|1,0000
